trip_id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_location_id,dropoff_location_id,fare_amount,tip_amount,total_amount,payment_type
514,1,2025-06-05 22:52:00,2025-06-05 23:05:00,3,1.5,14,5,6.96,0.0,7.26,1
515,1,2025-06-12 23:31:00,2025-06-13 00:19:00,3,3.83,14,9,11.27,0.0,11.57,2
516,2,2025-06-19 10:30:00,2025-06-19 11:21:00,4,2.65,9,5,10.21,0.0,10.51,4
517,1,2025-06-07 18:20:00,2025-06-07 18:45:00,2,0.2,3,8,3.08,0.31,3.69,1
518,1,2025-06-23 20:30:00,2025-06-23 20:32:00,2,5.97,11,3,20.38,4.08,24.76,1
519,1,2025-06-09 03:40:00,2025-06-09 04:18:00,2,6.12,6,1,23.07,3.46,26.83,1
520,2,2025-06-03 20:39:00,2025-06-03 20:57:00,2,2.22,11,4,8.37,0.0,8.67,2
521,2,2025-06-21 16:35:00,2025-06-21 16:39:00,4,6.14,11,14,16.77,3.35,20.42,1
522,2,2025-06-27 08:01:00,2025-06-27 08:37:00,3,3.95,11,7,13.89,2.08,16.27,3
523,2,2025-06-04 13:01:00,2025-06-04 13:36:00,2,3.14,6,14,10.25,1.54,12.09,4
524,1,2025-06-22 22:35:00,2025-06-22 23:15:00,1,8.83,8,3,22.0,0.0,22.3,2
525,2,2025-06-30 06:50:00,2025-06-30 07:09:00,1,3.52,11,4,11.77,0.0,12.07,3
526,1,2025-06-06 03:47:00,2025-06-06 04:19:00,4,4.51,4,10,16.08,2.41,18.79,4
527,1,2025-06-19 16:48:00,2025-06-19 16:51:00,3,3.24,11,9,11.93,0.0,12.23,1
528,1,2025-06-03 13:04:00,2025-06-03 13:16:00,4,4.3,9,7,13.29,0.0,13.59,3
529,2,2025-06-13 21:36:00,2025-06-13 21:43:00,3,3.8,3,4,13.01,1.95,15.26,1
530,2,2025-06-27 12:24:00,2025-06-27 13:18:00,1,6.01,11,9,21.26,4.25,25.81,3
531,1,2025-06-16 14:17:00,2025-06-16 14:48:00,3,2.55,2,1,9.27,0.0,9.57,4
532,1,2025-06-23 22:53:00,2025-06-23 23:38:00,2,2.75,10,2,9.94,0.0,10.24,2
533,1,2025-06-28 07:09:00,2025-06-28 07:13:00,3,5.06,8,11,18.2,0.0,18.5,2
534,2,2025-06-01 01:18:00,2025-06-01 02:09:00,1,1.4,9,7,6.72,1.01,8.03,3
535,1,2025-06-25 02:42:00,2025-06-25 03:11:00,2,3.69,6,10,14.11,2.12,16.53,1
536,2,2025-06-12 14:00:00,2025-06-12 14:32:00,1,6.95,5,10,24.18,0.0,24.48,1
537,1,2025-06-01 05:58:00,2025-06-01 06:45:00,4,3.19,1,7,11.52,2.3,14.12,4
538,2,2025-06-15 09:02:00,2025-06-15 09:30:00,1,2.95,7,11,10.27,0.0,10.57,4
539,2,2025-06-25 09:34:00,2025-06-25 10:03:00,3,0.55,13,4,4.36,0.65,5.31,4
540,2,2025-06-26 09:00:00,2025-06-26 09:32:00,1,2.06,9,8,7.47,1.49,9.26,2
541,2,2025-06-16 16:07:00,2025-06-16 16:58:00,4,2.25,12,4,9.76,0.0,10.06,1
542,1,2025-06-05 13:31:00,2025-06-05 13:46:00,1,0.2,13,9,3.06,0.31,3.67,2
543,1,2025-06-29 22:32:00,2025-06-29 22:34:00,1,4.51,7,2,14.97,2.99,18.26,1
544,2,2025-06-17 21:03:00,2025-06-17 21:10:00,4,0.2,15,7,3.09,0.46,3.85,2
545,2,2025-06-03 14:45:00,2025-06-03 15:36:00,1,4.48,14,11,14.72,0.0,15.02,1
546,1,2025-06-28 06:49:00,2025-06-28 07:23:00,1,0.48,10,3,3.85,0.0,4.15,1
547,2,2025-06-30 19:27:00,2025-06-30 19:29:00,2,4.08,6,11,12.83,1.92,15.05,2
548,2,2025-06-10 02:47:00,2025-06-10 03:22:00,4,3.06,15,2,9.29,0.0,9.59,4
549,2,2025-06-26 10:42:00,2025-06-26 11:21:00,3,0.2,4,8,3.01,0.6,3.91,1
550,2,2025-06-12 21:11:00,2025-06-12 21:24:00,1,7.61,9,2,22.96,0.0,23.26,1
551,2,2025-06-24 08:38:00,2025-06-24 08:56:00,1,5.94,7,10,19.67,2.95,22.92,4
552,1,2025-06-16 11:00:00,2025-06-16 11:51:00,2,0.5,15,10,3.88,0.58,4.76,1
553,2,2025-06-12 17:36:00,2025-06-12 17:42:00,1,0.46,13,6,3.63,0.0,3.93,2
554,1,2025-06-25 09:04:00,2025-06-25 09:06:00,2,5.69,4,5,19.8,1.98,22.08,3
555,2,2025-06-16 13:32:00,2025-06-16 13:38:00,1,1.96,15,10,7.55,0.0,7.85,3
556,2,2025-06-09 15:42:00,2025-06-09 16:15:00,1,2.76,12,4,11.01,0.0,11.31,1
557,1,2025-06-10 05:28:00,2025-06-10 06:23:00,4,3.21,2,15,10.16,0.0,10.46,3
558,2,2025-06-23 10:07:00,2025-06-23 10:48:00,1,6.12,1,14,16.01,3.2,19.51,2
559,2,2025-06-15 08:31:00,2025-06-15 09:04:00,2,6.68,8,3,21.8,2.18,24.28,1
560,1,2025-06-27 05:52:00,2025-06-27 06:02:00,3,0.61,8,9,3.88,0.58,4.76,1
561,1,2025-06-18 22:02:00,2025-06-18 22:47:00,1,3.58,8,6,10.89,2.18,13.37,3
562,2,2025-06-10 14:11:00,2025-06-10 14:37:00,1,0.91,6,10,5.14,0.51,5.95,2
563,1,2025-06-12 23:06:00,2025-06-12 23:23:00,2,2.56,8,7,9.19,0.0,9.49,3
564,1,2025-06-17 22:39:00,2025-06-17 23:04:00,3,8.46,8,3,29.79,2.98,33.07,3
565,1,2025-06-11 09:39:00,2025-06-11 10:33:00,1,4.55,14,7,13.8,2.07,16.17,4
566,1,2025-06-07 19:20:00,2025-06-07 19:52:00,4,4.18,7,8,15.74,0.0,16.04,2
567,1,2025-06-25 07:15:00,2025-06-25 08:03:00,4,2.23,1,7,8.08,1.62,10.0,1
568,1,2025-06-03 17:34:00,2025-06-03 17:49:00,2,5.42,14,11,19.72,2.96,22.98,3
569,2,2025-06-16 05:32:00,2025-06-16 05:50:00,1,1.47,6,1,7.38,0.74,8.42,1
570,2,2025-06-28 13:27:00,2025-06-28 13:41:00,1,5.26,3,13,17.71,3.54,21.55,1
571,1,2025-06-24 05:32:00,2025-06-24 06:05:00,1,3.55,5,8,10.64,2.13,13.07,3
572,1,2025-06-16 08:31:00,2025-06-16 08:59:00,1,0.94,7,14,5.28,1.06,6.64,1
573,2,2025-06-16 15:19:00,2025-06-16 15:35:00,2,2.01,11,7,8.64,1.73,10.67,4
574,1,2025-06-17 12:40:00,2025-06-17 13:29:00,1,6.02,7,3,19.98,3.0,23.28,1
575,1,2025-06-11 16:16:00,2025-06-11 17:00:00,1,3.16,3,7,12.3,0.0,12.6,1
576,1,2025-06-22 12:50:00,2025-06-22 13:27:00,1,6.67,9,13,17.6,2.64,20.54,1
577,2,2025-06-29 03:07:00,2025-06-29 03:18:00,2,7.4,4,12,22.24,0.0,22.54,3
578,2,2025-06-06 18:04:00,2025-06-06 18:14:00,1,5.66,1,1,18.53,0.0,18.83,4
579,1,2025-06-22 16:05:00,2025-06-22 16:36:00,3,5.79,3,12,17.13,2.57,20.0,2
580,2,2025-06-21 18:40:00,2025-06-21 19:22:00,1,2.79,7,9,11.15,2.23,13.68,2
581,1,2025-06-25 13:27:00,2025-06-25 13:43:00,1,3.96,3,5,12.95,1.29,14.54,2
582,2,2025-06-07 04:52:00,2025-06-07 05:16:00,2,1.06,1,12,5.2,1.04,6.54,1
583,1,2025-06-01 09:58:00,2025-06-01 10:49:00,2,1.62,9,6,6.51,0.0,6.81,2
584,1,2025-06-20 21:26:00,2025-06-20 21:53:00,1,3.94,14,7,12.35,1.85,14.5,1
585,2,2025-06-20 05:11:00,2025-06-20 05:53:00,2,3.43,5,11,13.79,1.38,15.47,1
586,2,2025-06-04 02:46:00,2025-06-04 02:59:00,1,6.76,11,8,18.48,0.0,18.78,3
587,1,2025-06-29 08:12:00,2025-06-29 08:45:00,1,3.36,1,3,10.09,2.02,12.41,1
588,1,2025-06-06 16:34:00,2025-06-06 17:21:00,1,3.58,4,2,12.26,0.0,12.56,2
589,1,2025-06-10 21:13:00,2025-06-10 21:36:00,1,0.2,8,12,3.06,0.31,3.67,1
590,2,2025-06-07 15:34:00,2025-06-07 15:39:00,1,4.97,2,9,15.02,2.25,17.57,1
591,2,2025-06-12 09:09:00,2025-06-12 10:03:00,1,2.95,7,13,12.44,0.0,12.74,3
592,1,2025-06-02 12:36:00,2025-06-02 12:50:00,2,3.43,9,11,11.94,0.0,12.24,2
593,2,2025-06-15 04:54:00,2025-06-15 05:16:00,2,5.04,9,2,18.09,3.62,22.01,3
594,1,2025-06-14 14:23:00,2025-06-14 14:37:00,1,6.05,14,11,18.43,0.0,18.73,1
595,1,2025-06-29 19:18:00,2025-06-29 19:47:00,1,2.63,7,13,9.16,0.0,9.46,1
596,1,2025-06-27 10:41:00,2025-06-27 11:33:00,1,4.33,3,6,15.62,3.12,19.04,1
597,1,2025-06-23 18:02:00,2025-06-23 18:09:00,4,2.45,1,6,10.74,0.0,11.04,2
598,2,2025-06-05 21:18:00,2025-06-05 21:28:00,2,1.44,9,13,6.51,0.65,7.46,3
599,2,2025-06-09 18:46:00,2025-06-09 18:49:00,3,2.46,8,12,8.31,0.0,8.61,1
600,2,2025-06-25 16:48:00,2025-06-25 17:34:00,1,1.36,3,9,6.29,1.26,7.85,3
601,1,2025-06-22 07:36:00,2025-06-22 07:55:00,2,5.11,2,9,19.02,0.0,19.32,1
602,2,2025-06-12 23:38:00,2025-06-13 00:14:00,4,1.1,13,11,5.4,0.0,5.7,1
603,2,2025-06-01 20:26:00,2025-06-01 21:07:00,1,5.46,11,9,16.08,0.0,16.38,2
604,2,2025-06-23 15:27:00,2025-06-23 16:18:00,4,0.36,5,6,3.53,0.71,4.54,1
605,1,2025-06-06 00:39:00,2025-06-06 00:47:00,1,2.43,3,14,10.28,0.0,10.58,1
606,2,2025-06-23 02:09:00,2025-06-23 02:23:00,4,3.09,11,14,9.66,1.93,11.89,2
607,1,2025-06-24 22:20:00,2025-06-24 23:01:00,1,2.71,12,2,9.65,1.93,11.88,3
608,2,2025-06-23 08:44:00,2025-06-23 09:39:00,1,1.66,6,9,6.31,0.0,6.61,4
609,1,2025-06-03 15:40:00,2025-06-03 16:34:00,1,1.29,2,4,6.47,0.65,7.42,3
610,1,2025-06-11 12:19:00,2025-06-11 12:55:00,3,1.47,9,11,6.41,0.0,6.71,3
611,2,2025-06-09 03:24:00,2025-06-09 04:01:00,4,3.19,6,11,9.92,1.98,12.2,3
612,2,2025-06-20 10:28:00,2025-06-20 10:36:00,4,1.02,9,7,4.95,0.0,5.25,1
613,2,2025-06-25 07:09:00,2025-06-25 07:49:00,4,1.37,14,6,6.03,0.6,6.93,2
614,2,2025-06-15 17:17:00,2025-06-15 17:57:00,1,3.89,4,7,12.18,2.44,14.92,2
615,2,2025-06-21 08:47:00,2025-06-21 09:14:00,1,3.76,9,3,12.06,0.0,12.36,1
616,2,2025-06-11 02:21:00,2025-06-11 02:36:00,3,3.2,13,14,12.83,0.0,13.13,2
617,2,2025-06-26 07:39:00,2025-06-26 08:17:00,1,4.29,3,3,12.13,1.21,13.64,2
618,2,2025-06-12 08:54:00,2025-06-12 09:10:00,3,2.65,2,10,9.14,0.91,10.35,1
619,1,2025-06-04 12:19:00,2025-06-04 13:07:00,3,2.11,14,15,8.38,1.68,10.36,3
620,1,2025-06-14 16:06:00,2025-06-14 16:10:00,1,5.35,7,2,18.96,3.79,23.05,1
621,2,2025-06-20 18:22:00,2025-06-20 18:50:00,1,4.16,15,1,15.5,3.1,18.9,1
622,1,2025-06-24 20:45:00,2025-06-24 20:49:00,1,2.75,3,6,9.6,1.92,11.82,1
623,2,2025-06-18 21:07:00,2025-06-18 21:37:00,1,3.25,5,13,10.0,1.5,11.8,1
624,2,2025-06-16 07:11:00,2025-06-16 07:18:00,1,0.45,9,7,3.75,0.0,4.05,2
625,2,2025-06-23 20:07:00,2025-06-23 20:36:00,4,3.37,4,8,10.46,2.09,12.85,2
626,1,2025-06-09 22:11:00,2025-06-09 22:48:00,1,2.1,4,4,8.67,1.73,10.7,4
627,2,2025-06-20 13:44:00,2025-06-20 14:06:00,1,2.1,7,6,7.4,1.11,8.81,1
628,2,2025-06-16 16:18:00,2025-06-16 16:58:00,3,0.68,3,6,4.53,0.45,5.28,1
629,1,2025-06-21 01:06:00,2025-06-21 01:10:00,1,4.56,13,12,16.28,0.0,16.58,3
630,2,2025-06-03 11:34:00,2025-06-03 11:51:00,1,2.5,14,14,10.85,0.0,11.15,1
631,2,2025-06-06 01:32:00,2025-06-06 01:53:00,3,2.77,4,4,9.29,1.86,11.45,2
632,1,2025-06-29 08:31:00,2025-06-29 09:19:00,1,3.34,7,10,13.83,0.0,14.13,1
633,1,2025-06-03 17:39:00,2025-06-03 17:59:00,2,4.19,11,1,13.08,1.96,15.34,3
634,1,2025-06-13 08:20:00,2025-06-13 09:04:00,1,6.29,14,2,22.77,2.28,25.35,4
635,2,2025-06-30 13:19:00,2025-06-30 13:45:00,3,3.44,15,6,14.1,0.0,14.4,2
636,1,2025-06-05 00:08:00,2025-06-05 00:21:00,1,5.24,9,15,15.28,2.29,17.87,1
637,2,2025-06-25 02:15:00,2025-06-25 02:36:00,4,2.15,11,6,7.64,0.76,8.7,1
638,2,2025-06-11 17:59:00,2025-06-11 18:33:00,1,5.02,11,5,15.21,0.0,15.51,2
639,1,2025-06-13 18:02:00,2025-06-13 18:18:00,2,5.79,12,7,19.8,0.0,20.1,1
640,2,2025-06-27 01:45:00,2025-06-27 01:56:00,2,6.85,15,10,21.08,2.11,23.49,2
641,2,2025-06-06 23:55:00,2025-06-07 00:10:00,4,1.61,14,3,7.36,0.0,7.66,3
642,1,2025-06-24 20:08:00,2025-06-24 20:18:00,1,0.93,11,15,5.03,0.0,5.33,1
643,2,2025-06-26 08:45:00,2025-06-26 09:21:00,2,4.2,12,1,13.34,0.0,13.64,2
644,1,2025-06-14 19:20:00,2025-06-14 19:50:00,1,2.87,3,13,11.38,1.14,12.82,1
645,1,2025-06-09 09:47:00,2025-06-09 09:50:00,1,3.43,10,4,11.14,2.23,13.67,3
646,2,2025-06-02 04:29:00,2025-06-02 04:53:00,4,0.32,3,9,3.23,0.48,4.01,3
647,2,2025-06-18 00:27:00,2025-06-18 00:40:00,1,4.66,4,1,13.52,0.0,13.82,1
648,1,2025-06-19 19:09:00,2025-06-19 19:25:00,1,1.24,13,4,6.33,0.0,6.63,2
649,1,2025-06-29 01:59:00,2025-06-29 02:32:00,3,1.6,7,13,7.72,1.16,9.18,3
650,1,2025-06-18 07:28:00,2025-06-18 08:16:00,3,0.2,12,10,3.02,0.6,3.92,1
651,1,2025-06-21 13:16:00,2025-06-21 13:47:00,3,3.49,9,7,14.35,2.87,17.52,2
652,2,2025-06-24 11:44:00,2025-06-24 12:34:00,2,2.65,4,5,10.34,0.0,10.64,1
653,2,2025-06-14 00:17:00,2025-06-14 00:48:00,4,4.08,15,3,15.98,3.2,19.48,2
654,1,2025-06-05 02:47:00,2025-06-05 03:35:00,2,4.72,13,10,15.72,0.0,16.02,2
655,1,2025-06-15 17:18:00,2025-06-15 17:48:00,1,5.48,15,8,20.45,0.0,20.75,1
656,2,2025-06-30 12:25:00,2025-06-30 13:12:00,4,3.56,2,2,13.73,0.0,14.03,1
657,2,2025-06-04 21:10:00,2025-06-04 21:45:00,1,2.3,3,7,10.25,2.05,12.6,4
658,1,2025-06-08 18:39:00,2025-06-08 19:02:00,1,0.2,3,14,3.08,0.0,3.38,4
659,1,2025-06-03 08:02:00,2025-06-03 08:30:00,1,1.99,11,3,9.17,0.92,10.39,1
660,2,2025-06-01 03:51:00,2025-06-01 04:32:00,3,6.38,8,8,22.4,0.0,22.7,4
661,2,2025-06-01 06:16:00,2025-06-01 06:56:00,1,4.35,8,7,15.14,2.27,17.71,2
662,1,2025-06-28 07:28:00,2025-06-28 07:30:00,1,2.16,5,10,7.89,1.58,9.77,1
663,2,2025-06-07 17:56:00,2025-06-07 18:01:00,1,2.87,14,10,11.75,2.35,14.4,1
664,2,2025-06-03 05:33:00,2025-06-03 05:41:00,3,2.73,3,11,9.87,0.0,10.17,3
665,1,2025-06-28 01:51:00,2025-06-28 02:29:00,1,3.5,6,15,12.11,2.42,14.83,4
666,2,2025-06-14 14:54:00,2025-06-14 15:16:00,3,1.92,14,2,7.57,1.14,9.01,1
667,1,2025-06-14 07:51:00,2025-06-14 08:23:00,4,5.35,7,9,16.03,3.21,19.54,1
668,2,2025-06-28 20:31:00,2025-06-28 20:36:00,2,5.62,2,8,15.6,3.12,19.02,2
669,2,2025-06-15 09:41:00,2025-06-15 09:59:00,3,0.2,10,10,3.02,0.0,3.32,3
670,1,2025-06-29 18:09:00,2025-06-29 18:42:00,4,2.11,15,10,8.39,0.0,8.69,1
671,2,2025-06-09 19:24:00,2025-06-09 19:26:00,2,4.93,13,10,18.06,0.0,18.36,1
672,1,2025-06-16 04:35:00,2025-06-16 04:59:00,4,4.79,1,11,16.26,0.0,16.56,1
673,2,2025-06-12 13:53:00,2025-06-12 14:45:00,1,4.82,2,11,16.29,0.0,16.59,2
674,2,2025-06-26 21:24:00,2025-06-26 22:05:00,4,3.93,4,6,15.67,0.0,15.97,2
675,2,2025-06-22 14:16:00,2025-06-22 15:09:00,2,4.31,15,14,12.79,1.92,15.01,4
676,2,2025-06-19 20:08:00,2025-06-19 20:57:00,3,3.45,5,10,10.32,2.06,12.68,2
677,2,2025-06-01 20:26:00,2025-06-01 20:41:00,1,1.53,2,3,7.55,0.76,8.61,1
678,2,2025-06-18 01:51:00,2025-06-18 02:33:00,1,2.32,10,10,9.09,0.0,9.39,2
679,1,2025-06-06 07:37:00,2025-06-06 08:29:00,2,3.23,5,7,10.82,0.0,11.12,1
680,2,2025-06-17 21:52:00,2025-06-17 22:22:00,1,0.2,4,9,3.14,0.31,3.75,1
681,2,2025-06-18 00:44:00,2025-06-18 01:36:00,3,4.57,1,13,13.06,2.61,15.97,1
682,2,2025-06-09 15:45:00,2025-06-09 16:08:00,1,3.53,5,13,14.18,2.84,17.32,4
683,2,2025-06-05 11:19:00,2025-06-05 12:13:00,2,5.71,12,1,21.86,0.0,22.16,3
684,1,2025-06-24 18:32:00,2025-06-24 18:41:00,1,2.92,11,14,8.94,0.0,9.24,2
685,1,2025-06-03 02:23:00,2025-06-03 02:31:00,1,0.2,13,5,3.01,0.6,3.91,1
686,1,2025-06-09 18:18:00,2025-06-09 18:38:00,1,2.8,13,8,9.59,0.96,10.85,1
687,2,2025-06-08 04:01:00,2025-06-08 04:20:00,3,7.18,4,9,23.12,0.0,23.42,1
688,1,2025-06-13 08:03:00,2025-06-13 08:14:00,1,6.69,10,4,24.79,2.48,27.57,1
689,1,2025-06-28 21:50:00,2025-06-28 22:13:00,1,2.54,2,7,8.18,0.0,8.48,2
690,2,2025-06-18 20:04:00,2025-06-18 20:17:00,3,3.03,11,14,11.73,2.35,14.38,1
691,2,2025-06-15 05:16:00,2025-06-15 05:39:00,3,4.56,2,15,16.2,3.24,19.74,1
692,2,2025-06-05 05:29:00,2025-06-05 06:23:00,4,0.2,2,8,3.13,0.47,3.9,3
693,2,2025-06-22 04:20:00,2025-06-22 04:52:00,2,3.37,5,15,13.4,2.68,16.38,1
694,1,2025-06-16 00:48:00,2025-06-16 01:40:00,1,4.68,8,8,17.63,1.76,19.69,2
695,1,2025-06-06 03:18:00,2025-06-06 03:42:00,3,0.2,10,10,3.01,0.3,3.61,1
696,1,2025-06-19 11:07:00,2025-06-19 12:01:00,1,3.74,6,9,13.93,0.0,14.23,2
697,1,2025-06-21 23:30:00,2025-06-21 23:57:00,1,1.89,8,7,7.21,0.0,7.51,1
698,2,2025-06-27 21:29:00,2025-06-27 21:58:00,3,2.36,10,13,9.91,1.49,11.7,3
699,1,2025-06-11 17:56:00,2025-06-11 18:09:00,3,2.76,14,8,11.66,2.33,14.29,2
700,2,2025-06-22 01:37:00,2025-06-22 01:59:00,1,2.48,3,5,9.61,1.44,11.35,2
701,1,2025-06-05 22:46:00,2025-06-05 23:31:00,1,4.61,11,11,14.74,2.21,17.25,1
702,1,2025-06-07 07:44:00,2025-06-07 08:23:00,2,0.2,13,3,3.16,0.0,3.46,2
703,2,2025-06-14 06:23:00,2025-06-14 06:49:00,2,1.49,5,10,6.15,0.62,7.07,3
704,1,2025-06-16 16:01:00,2025-06-16 16:08:00,1,1.68,9,7,7.37,1.47,9.14,1
705,2,2025-06-17 19:17:00,2025-06-17 19:54:00,1,3.28,2,14,11.92,1.19,13.41,1
706,2,2025-06-20 15:32:00,2025-06-20 16:18:00,2,3.18,12,7,11.75,1.18,13.23,2
707,2,2025-06-25 19:24:00,2025-06-25 19:39:00,2,1.95,14,15,7.23,1.08,8.61,1
708,1,2025-06-14 03:05:00,2025-06-14 03:49:00,1,1.17,2,11,5.25,0.0,5.55,3
709,2,2025-06-23 03:36:00,2025-06-23 04:20:00,3,0.2,14,8,3.0,0.45,3.75,1
710,1,2025-06-21 16:19:00,2025-06-21 16:53:00,1,5.67,7,6,17.86,2.68,20.84,2
711,2,2025-06-28 12:21:00,2025-06-28 12:23:00,1,0.2,5,7,3.0,0.6,3.9,1
712,1,2025-06-26 20:34:00,2025-06-26 21:06:00,1,1.29,10,8,6.43,0.0,6.73,3
713,2,2025-06-24 22:58:00,2025-06-24 23:48:00,4,3.62,2,4,10.8,2.16,13.26,3
714,1,2025-06-04 13:17:00,2025-06-04 14:02:00,1,0.89,5,10,5.13,1.03,6.46,2
715,2,2025-06-01 11:46:00,2025-06-01 12:18:00,1,0.2,7,6,3.08,0.31,3.69,1
716,2,2025-06-02 14:35:00,2025-06-02 15:21:00,1,4.5,12,13,17.38,1.74,19.42,3
717,2,2025-06-22 12:49:00,2025-06-22 13:28:00,1,3.53,1,5,14.46,2.89,17.65,1
718,2,2025-06-24 00:14:00,2025-06-24 00:20:00,1,3.8,5,3,14.74,1.47,16.51,4
719,2,2025-06-12 16:39:00,2025-06-12 16:41:00,1,3.05,11,8,12.54,0.0,12.84,1
720,2,2025-06-11 17:59:00,2025-06-11 18:32:00,1,0.35,14,1,3.35,0.67,4.32,1
721,2,2025-06-28 02:29:00,2025-06-28 03:23:00,4,4.59,4,11,18.07,2.71,21.08,3
722,2,2025-06-08 14:43:00,2025-06-08 14:58:00,1,5.23,1,11,17.63,1.76,19.69,1
723,2,2025-06-08 15:03:00,2025-06-08 15:34:00,2,1.77,4,7,7.98,1.6,9.88,1
724,2,2025-06-07 14:32:00,2025-06-07 15:07:00,2,4.26,5,15,16.32,0.0,16.62,3
725,2,2025-06-15 08:48:00,2025-06-15 09:23:00,1,2.95,14,7,12.24,1.22,13.76,1
726,1,2025-06-13 03:43:00,2025-06-13 04:36:00,4,2.65,7,8,8.64,1.73,10.67,3
727,1,2025-06-27 19:02:00,2025-06-27 19:53:00,4,3.85,6,9,14.16,0.0,14.46,1
728,2,2025-06-04 02:13:00,2025-06-04 02:15:00,1,4.99,2,11,15.94,3.19,19.43,1
729,1,2025-06-13 21:26:00,2025-06-13 21:44:00,3,3.36,11,15,10.26,2.05,12.61,3
730,1,2025-06-06 13:01:00,2025-06-06 13:48:00,2,3.63,14,10,14.66,0.0,14.96,3
731,2,2025-06-30 11:41:00,2025-06-30 12:19:00,4,3.64,5,5,10.99,0.0,11.29,1
732,2,2025-06-30 01:43:00,2025-06-30 02:14:00,1,1.93,13,7,8.88,0.89,10.07,1
733,2,2025-06-04 08:49:00,2025-06-04 09:08:00,1,3.55,5,14,11.73,0.0,12.03,2
734,1,2025-06-04 03:48:00,2025-06-04 04:21:00,4,1.17,10,7,6.45,0.0,6.75,2
735,2,2025-06-05 22:26:00,2025-06-05 22:37:00,1,1.04,15,8,5.55,0.0,5.85,1
736,1,2025-06-04 07:38:00,2025-06-04 07:44:00,2,2.64,13,8,10.12,1.01,11.43,1
737,2,2025-06-30 17:06:00,2025-06-30 17:48:00,3,3.78,12,6,12.59,0.0,12.89,1
738,2,2025-06-24 10:56:00,2025-06-24 11:43:00,4,3.2,8,7,13.15,1.97,15.42,4
739,2,2025-06-04 04:34:00,2025-06-04 05:10:00,1,3.51,2,10,13.13,1.97,15.4,3
740,2,2025-06-14 18:46:00,2025-06-14 19:13:00,1,5.24,6,9,14.38,0.0,14.68,4
741,1,2025-06-21 22:02:00,2025-06-21 22:52:00,1,3.51,7,11,10.97,0.0,11.27,3
742,2,2025-06-18 18:05:00,2025-06-18 18:13:00,4,0.2,8,2,3.09,0.31,3.7,1
743,2,2025-06-07 08:51:00,2025-06-07 08:55:00,2,4.37,7,2,15.22,2.28,17.8,2
744,1,2025-06-21 10:45:00,2025-06-21 10:48:00,2,6.34,6,13,16.73,0.0,17.03,1
745,1,2025-06-10 15:12:00,2025-06-10 16:05:00,1,1.75,3,12,8.32,1.66,10.28,1
746,1,2025-06-07 10:39:00,2025-06-07 11:12:00,1,1.1,15,15,5.78,0.87,6.95,3
747,1,2025-06-30 12:38:00,2025-06-30 12:48:00,3,6.16,8,10,22.74,0.0,23.04,1
748,1,2025-06-05 20:08:00,2025-06-05 20:17:00,2,3.47,4,2,12.2,2.44,14.94,1
749,1,2025-06-19 07:06:00,2025-06-19 07:28:00,1,5.51,14,13,18.23,1.82,20.35,2
750,2,2025-06-08 21:27:00,2025-06-08 21:50:00,1,5.39,3,13,14.77,1.48,16.55,3
751,2,2025-06-17 20:03:00,2025-06-17 20:40:00,1,4.0,2,13,14.09,0.0,14.39,1
752,2,2025-06-23 03:53:00,2025-06-23 04:00:00,2,4.55,15,2,12.54,0.0,12.84,3
753,1,2025-06-22 15:55:00,2025-06-22 16:41:00,3,4.02,7,4,12.65,1.9,14.85,3
754,2,2025-06-02 17:05:00,2025-06-02 17:45:00,1,4.03,10,2,12.24,1.84,14.38,2
755,1,2025-06-01 04:59:00,2025-06-01 05:36:00,2,3.29,10,6,11.83,0.0,12.13,4
756,1,2025-06-29 12:15:00,2025-06-29 12:59:00,4,4.25,4,2,12.91,0.0,13.21,4
757,2,2025-06-22 14:11:00,2025-06-22 14:44:00,1,4.6,5,4,12.86,1.29,14.45,1
758,1,2025-06-29 01:43:00,2025-06-29 02:36:00,3,6.0,1,2,22.11,3.32,25.73,1
759,2,2025-06-08 04:37:00,2025-06-08 05:29:00,2,5.68,12,8,15.48,0.0,15.78,1
760,1,2025-06-15 19:44:00,2025-06-15 20:00:00,4,3.66,4,2,13.97,1.4,15.67,2
761,1,2025-06-10 02:24:00,2025-06-10 02:50:00,1,3.84,15,7,13.64,0.0,13.94,2
762,1,2025-06-21 16:58:00,2025-06-21 17:11:00,4,2.68,8,12,9.64,0.0,9.94,1
763,2,2025-06-13 06:34:00,2025-06-13 06:48:00,2,2.92,3,2,10.92,1.09,12.31,2
764,1,2025-06-08 18:59:00,2025-06-08 19:49:00,3,3.66,10,3,12.06,1.21,13.57,2
765,2,2025-06-11 10:53:00,2025-06-11 11:00:00,1,1.03,10,8,5.83,0.0,6.13,1
766,1,2025-06-20 11:36:00,2025-06-20 12:25:00,3,4.54,6,7,17.24,0.0,17.54,1
767,2,2025-06-27 02:38:00,2025-06-27 02:40:00,2,2.65,1,7,11.48,2.3,14.08,4
768,1,2025-06-05 11:02:00,2025-06-05 11:32:00,4,3.51,9,13,12.31,0.0,12.61,3
769,2,2025-06-19 12:08:00,2025-06-19 12:23:00,1,4.38,1,8,15.54,0.0,15.84,3
770,1,2025-06-21 21:39:00,2025-06-21 22:17:00,4,4.5,8,8,16.44,0.0,16.74,2
